Risk_Flag,Interest_Revenue,Sampling_Weight,Application_Date,Age,Income,Debt_Ratio,Nb_Borrowers,Region,Bank_Relationship,Loan_Amt,Loan_Amt_Req,LTV,FICO_Score,Prior_Custom_Score,Current_Custom_Score,CB_Age_Oldest_TL,CB_Age_Newest_TL,CB_Avg_Mos_File,CB_Nb_Sat_TL,CB_Nb_60_Plus_TL,CB_Nb_90_Plus_TL,CB_Pct_Sat_TL,CB_Mos_Since_Dlq,CB_Max_Dlq_12_Mos,CB_Max_Dlq_Ever,CB_Nb_Total_TL,CB_Nb_TL_Open_12,CB_Pct_IL_TL,CB_Nb_Inq_6_Mos,CB_Nb_Inq_6_Mos_excl_7_Days,CB_Rev_Util,CB_IL_Util,CB_Nb_Rev_TL_w_Bal,CB_Nb_IL_TL_w_Bal,CB_Nb_Rev_Tl_75_Pct_Limit,CB_Pct_TL_w_Bal
1,1308.75,48.4082,20101101,49,7917,25,2,REG4,M_Open,140000,26000,91,654,202,203,104,3,61,38,0,0,100,999,7,8,38,1,29,0,0,74,98,10,4,6,88
1,862.5,48.4082,20101001,55,9167,28,2,REG4,M_Open,103000,28500,100,662,211,224,275,2,81,42,0,0,93,15,6,6,44,5,50,3,3,63,77,4,6,1,71
1,1376.5,48.4082,20120201,70,6567,18,2,REG4,O_Open,108000,30000,54,747,248,245,501,41,205,33,0,0,97,999,5,7,33,0,21,0,0,47,22,11,2,2,67
0,82,1,20110901,47,3333,31,1,REG4,NA,96000,20000,99,747,219,232,161,5,48,10,0,0,90,24,6,6,10,3,50,1,1,8,74,2,2,0,67
0,512.7,1,20101101,86,1325,28,1,REG4,O_Open,30576,10000,46,670,195,219,417,17,165,7,1,0,89,3,4,5,9,0,56,0,0,93,80,2,1,1,100
1,7.5,48.4082,20120201,61,3750,40,1,REG4,O_Open,100000,80000,87,783,272,257,442,5,202,18,0,0,100,999,7,8,18,1,28,0,0,0,95,2,1,0,38
1,615.5,48.4082,20110101,37,14583,22,1,REG4,M_Open,387000,54700,85,702,232,239,151,7,60,30,1,0,97,36,6,5,34,4,27,0,0,16,78,3,6,1,45
1,755.28,48.4082,20100301,44,5833,42,2,REG4,O_Ever,221000,15000,82,743,250,252,246,2,99,24,0,0,100,999,7,8,25,2,36,1,1,41,87,3,3,2,75
1,167,48.4082,20111001,36,3225,5,1,REG4,M_Open,166000,10000,61,592,170,176,30,4,16,23,1,0,96,4,3,5,24,7,8,2,2,35,.,17,1,1,78
1,870,48.4082,20110801,36,6667,24,1,REG4,M_Open,165808,30000,96,610,170,176,199,10,108,33,5,4,89,1,0,2,36,1,28,1,1,83,45,5,3,1,50
1,1214.5,48.4082,20110301,66,3915,36,2,REG4,M_Open,202000,50000,56,734,256,248,342,6,95,25,0,0,100,999,7,8,25,3,36,0,0,44,97,5,3,1,67
0,1005.23,1,20110901,39,8558,17,1,REG4,O_Open,180000,20000,99,700,250,243,244,0,109,25,0,0,100,999,7,8,27,4,15,6,6,46,.,5,2,1,50
1,151.5,48.4082,20100601,40,15417,17,2,REG4,NA,220000,95650,94,765,246,254,128,6,70,28,0,0,96,25,6,6,28,3,14,0,0,3,.,2,1,0,33
1,118.5,48.4082,20110301,39,7917,33,1,REG4,O_Open,335000,50000,89,742,254,256,187,13,87,24,0,0,96,21,6,6,24,0,25,2,2,6,.,1,1,0,25
1,109,48.4082,20110601,55,15083,3,2,REG4,O_Open,60611,30000,49,809,276,269,325,34,117,13,0,0,100,999,7,8,13,0,8,0,0,3,.,2,.,0,25
1,310.5,48.4082,20111201,44,2749,37,1,REG4,NA,64000,28000,69,766,255,244,219,18,61,10,0,0,100,999,7,8,10,0,10,0,0,13,.,6,1,0,78
0,1044,1,20100401,43,19583,38,1,REG4,M_Ever,430000,135000,80,647,189,208,192,1,68,62,0,0,94,1,4,6,87,4,44,7,7,35,.,7,5,1,71
1,153.5,48.4082,20100301,47,8833,47,2,REG4,M_Open,158000,50000,95,738,245,253,306,2,89,19,0,0,95,15,6,6,21,2,24,1,1,12,.,5,1,0,60
0,1701.5,1,20101001,47,15000,33,2,REG4,O_Open,523000,48000,75,601,186,203,227,24,106,43,0,0,89,0,4,6,45,0,30,11,11,55,10,6,2,3,63
0,429.5,1,20101001,46,2800,29,1,REG4,O_Open,89000,20000,92,672,213,218,221,9,67,29,1,1,97,53,6,2,31,2,27,0,0,48,32,10,2,3,81
1,607,48.4082,20100401,43,13167,16,2,REG4,O_Open,226000,60000,95,728,247,237,132,8,70,23,0,0,100,999,7,8,23,1,48,2,2,21,88,2,3,0,71
0,278.07,1,20101101,47,2083,26,1,REG4,O_Ever,51500,5000,100,623,204,232,206,3,81,32,2,0,91,35,6,5,34,1,50,2,2,54,85,4,2,1,64
1,604.5,48.4082,20120101,40,8333,19,1,REG4,O_Open,192855,50000,93,767,260,253,205,16,89,22,0,0,100,999,7,8,22,0,45,2,2,20,63,1,2,0,27
1,302,48.4082,20110501,27,12042,20,2,REG4,NA,374000,25000,73,751,225,220,177,4,52,25,0,0,96,27,6,6,26,1,23,3,3,14,77,4,3,0,62
1,19,48.4082,20101201,42,37500,15,2,REG4,M_Open,445000,39000,91,652,197,184,142,3,58,9,4,4,75,16,6,2,12,2,42,0,0,0,99,2,2,0,100
1,759.72,48.4082,20100901,46,8279,22,2,REG4,M_Open,172000,15000,90,679,187,171,98,0,48,28,1,1,94,27,6,4,32,6,19,6,6,53,95,5,2,1,50
1,97.5,48.4082,20111101,62,2213,51,1,REG4,M_Ever,117478,22500,54,759,259,260,306,1,105,18,0,0,95,26,6,6,20,1,25,1,1,6,100,9,1,0,77
1,523,48.4082,20110901,45,3040,34,1,REG4,M_Open,136000,16400,90,708,228,253,162,3,110,14,1,0,73,32,6,5,15,3,7,2,2,16,.,5,1,0,67
0,1166,1,20100401,43,4417,24,2,REG4,O_Open,80000,29900,100,642,215,199,162,4,73,25,0,0,100,999,7,8,25,4,20,2,2,69,60,14,3,7,89
1,170.5,48.4082,20101101,53,8333,20,2,REG4,M_Open,160000,60000,57,804,276,269,342,42,130,14,0,0,100,999,7,8,14,0,36,0,0,3,.,2,2,0,50
1,817,48.4082,20100701,51,12500,14,1,REG4,O_Ever,272000,25000,82,663,212,193,186,3,40,15,1,1,100,999,6,8,15,4,20,4,4,39,72,7,1,0,67
1,84.5,48.4082,20110301,35,5031,27,1,REG4,M_Open,138000,35000,98,764,226,241,202,10,98,22,3,1,88,34,6,4,25,2,24,1,1,6,83,4,2,0,50
1,1119.5,48.4082,20110301,37,3333,44,1,REG4,O_Open,154419,23000,93,695,213,232,194,12,69,29,0,0,93,6,4,6,31,0,27,2,2,36,69,4,2,1,67
1,233,48.4082,20100301,35,5568,24,2,REG4,M_Ever,254500,50000,46,738,223,247,162,8,66,28,0,0,90,19,6,6,30,4,50,1,1,14,84,4,2,0,75
1,676.5,48.4082,20110301,32,12360,6,2,REG4,M_Open,256000,28000,90,762,265,259,174,11,89,22,0,0,100,999,7,8,23,1,43,1,1,12,79,2,3,0,100
1,0,48.4082,20111001,58,5100,25,2,REG4,O_Open,147000,50000,82,778,272,270,242,18,97,14,0,0,100,999,7,8,14,0,43,0,0,0,38,0,3,0,50
1,1010.96,48.4082,20110801,45,3963,23,1,REG4,O_Ever,95117,20000,99,655,227,207,223,3,77,21,0,0,100,999,7,8,21,1,10,6,6,93,.,6,1,3,100
1,280,48.4082,20111201,59,15000,5,2,REG4,NA,67525,51000,76,804,276,269,396,22,127,18,0,0,100,999,7,8,18,0,17,0,0,5,.,1,.,0,50
0,1020.01,1,20101201,55,24167,9,2,REG4,M_Open,225000,20000,78,664,211,242,305,13,90,25,0,0,88,26,6,6,26,0,58,0,0,75,69,3,6,2,75
0,735,1,20100901,42,4800,35,2,REG4,NA,108000,28000,100,713,203,206,42,10,27,8,0,0,100,999,7,8,8,2,25,1,0,41,76,2,2,1,57
0,161,1,20100401,70,3250,44,1,REG4,NA,221000,32000,37,602,202,215,469,22,224,20,2,1,73,1,3,3,23,0,9,1,1,8,47,6,2,1,69
1,2508.04,48.4082,20110601,39,13917,16,2,REG4,M_Ever,264000,50000,85,739,246,252,209,29,100,22,0,0,100,999,7,8,22,0,36,0,0,56,38,4,2,2,60
0,48.5,1,20100301,64,2500,44,1,REG4,M_Open,92000,60000,65,708,209,201,134,1,33,3,1,1,86,29,6,3,7,3,29,2,2,5,.,2,1,1,75
1,1488,48.4082,20110501,48,7083,27,2,REG4,NA,154517,30000,100,760,231,254,140,11,94,17,0,0,94,56,6,6,18,1,76,0,0,30,77,3,3,0,100
0,935,1,20110401,48,3430,34,1,REG4,M_Open,136000,47300,80,617,182,150,336,2,86,26,3,2,83,4,0,2,30,2,20,1,1,63,55,12,3,2,84
1,335.5,48.4082,20100801,66,3536,47,2,REG4,NA,224400,100000,45,804,276,269,429,59,161,9,0,0,100,999,7,8,9,0,11,0,0,9,.,2,.,0,50
1,155,48.4082,20100801,35,6600,8,2,REG4,M_Open,55000,6000,90,766,252,246,140,2,54,8,0,0,100,999,7,8,9,2,33,2,1,10,89,1,3,0,67
0,415.5,1,20101101,48,5192,26,1,REG4,M_Open,150000,29300,90,654,213,165,265,1,50,37,1,1,100,999,6,8,39,6,26,1,1,67,98,7,3,0,100
1,196.5,48.4082,20110801,33,4054,35,1,REG4,M_Open,147000,50000,86,757,250,251,178,1,78,24,0,0,92,36,6,6,26,4,27,1,1,7,100,5,3,0,57
1,964,48.4082,20110801,56,32083,10,2,REG4,O_Open,429000,60000,93,716,230,258,349,5,111,33,0,0,94,15,6,6,33,1,48,1,1,31,69,6,3,0,77
1,326,48.4082,20101201,45,3250,18,1,REG4,M_Open,52000,15000,83,663,181,194,117,7,48,7,1,1,78,36,6,4,9,2,56,0,0,54,69,2,3,1,83
1,1560,48.4082,20100401,66,24967,14,2,REG4,M_Open,155000,108500,70,707,216,261,336,3,126,26,1,0,93,44,6,5,27,3,74,4,4,33,20,2,12,0,82
1,450,48.4082,20101001,40,7834,24,2,REG4,O_Open,82000,60000,73,760,244,229,81,10,43,14,0,0,100,999,7,8,14,1,43,0,0,17,87,6,2,0,100
0,966.5,1,20100601,37,11250,23,1,REG4,O_Open,199219,50000,89,761,260,263,195,4,94,18,0,0,100,999,7,8,18,2,28,1,1,25,56,2,2,0,44
0,787.5,1,20100601,50,4875,36,1,REG4,M_Open,127099,74000,90,742,260,249,348,5,89,27,0,0,100,999,7,8,27,2,11,1,1,29,.,5,1,0,50
1,255.11,48.4082,20110801,51,4167,38,1,REG4,M_Open,165000,5000,94,774,257,247,207,3,63,21,0,0,100,999,7,8,21,1,29,1,1,9,70,3,2,0,45
1,66.5,48.4082,20110801,54,4420,16,2,REG4,M_Open,200000,25000,18,780,270,262,293,3,90,18,0,0,100,999,6,7,18,1,44,1,1,2,100,4,2,0,86
1,198,48.4082,20111101,69,3152,57,2,REG4,M_Ever,195000,115000,59,764,256,268,375,18,143,13,0,0,92,35,6,6,13,0,15,0,0,6,.,1,.,0,33
1,1137,48.4082,20100401,62,4500,28,1,REG4,NA,104812,25000,74,705,220,235,211,3,116,23,0,0,92,48,6,6,24,1,13,6,6,41,.,8,1,2,64
1,603,48.4082,20100601,40,4583,27,1,REG4,NA,124000,19000,80,700,205,198,198,10,50,10,1,1,91,64,6,2,11,1,18,3,3,47,.,3,1,0,100
0,944,1,20101201,35,29167,12,2,REG4,M_Open,475000,50000,90,709,214,231,174,3,63,13,1,0,86,18,6,5,14,2,36,2,2,24,.,2,1,0,75
1,101,48.4082,20100701,51,6500,36,1,REG4,O_Open,318000,50000,66,800,276,269,240,20,123,19,0,0,100,999,7,8,21,0,19,0,0,3,.,2,1,0,50
1,378,48.4082,20110701,28,6066,36,1,REG4,O_Ever,195000,14000,89,717,241,252,278,75,123,6,0,0,83,20,6,6,6,0,17,1,1,7,.,2,.,.,75
1,509.5,48.4082,20101101,43,3750,18,1,REG4,M_Open,64000,25000,96,733,238,232,92,7,35,13,0,0,100,999,7,8,13,1,8,0,0,19,.,5,1,0,55
1,204,48.4082,20100601,36,6667,24,1,REG4,NA,139000,55000,40,768,255,251,145,3,54,15,0,0,100,999,7,8,15,1,27,0,0,13,60,1,3,0,40
1,264.64,48.4082,20110601,89,0,.,1,REG4,NA,0,10000,50,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1,759.21,48.4082,20100501,47,6625,22,1,REG4,M_Ever,173000,15000,100,728,260,246,178,5,80,18,0,0,100,999,7,8,18,3,39,2,2,24,.,4,1,0,71
1,758.28,48.4082,20101201,34,9633,14,2,REG4,O_Open,202908,15000,79,773,248,263,150,7,68,19,0,0,100,999,7,8,19,1,58,0,0,19,55,2,6,0,80
1,36,48.4082,20100801,42,7345,28,2,REG4,M_Ever,281000,50000,92,766,257,240,204,5,58,24,0,0,100,999,7,8,26,5,38,2,1,2,96,4,2,0,46
0,830,1,20100301,32,2596,43,1,REG4,O_Open,76167,20000,70,635,189,187,168,1,57,17,0,0,95,0,4,6,22,7,23,6,6,30,100,4,3,2,47
1,23.5,48.4082,20111201,42,7875,30,2,REG4,O_Open,357000,100000,51,792,276,266,277,10,127,24,0,0,100,999,7,8,25,1,40,0,0,2,86,3,2,0,45
0,1188.5,1,20101001,52,9133,36,2,REG4,M_Open,162800,49500,96,706,227,228,192,4,60,19,0,0,95,40,6,6,19,3,42,2,2,29,95,4,3,2,88
1,353,48.4082,20100401,41,9583,28,2,REG4,M_Ever,280000,52000,90,689,250,255,214,3,80,52,0,0,96,62,6,6,52,3,35,5,5,13,17,10,3,2,62
1,0,48.4082,20111201,47,13692,13,2,REG4,O_Open,214000,120000,56,717,243,242,337,10,151,12,1,1,92,26,6,2,13,1,38,0,0,0,.,0,.,0,0
1,650,48.4082,20111101,46,9583,16,2,REG4,O_Open,138271,50000,60,728,250,250,237,5,78,27,0,0,100,999,7,8,27,2,11,0,0,35,.,5,1,2,67
1,10.5,48.4082,20100601,58,3626,50,2,REG4,M_Ever,363001,120000,33,767,262,266,269,13,146,29,0,0,97,56,6,6,31,0,39,2,2,0,64,3,1,0,36
0,0,1,20110401,57,3700,44,2,REG4,O_Open,195000,50000,69,800,272,263,292,4,102,13,0,0,100,999,7,8,13,1,15,0,0,0,.,0,1,0,13
0,606.5,1,20110601,48,8108,28,1,REG4,M_Open,229000,50000,79,625,187,186,100,14,62,33,1,1,94,2,4,6,34,0,35,3,3,44,99,5,3,2,73
1,138.5,48.4082,20111201,50,2667,28,1,REG4,NA,104000,50000,48,685,251,238,240,8,89,12,1,1,100,999,6,8,14,1,36,1,1,23,54,3,1,0,67
0,76.5,1,20101101,67,4179,34,2,REG4,M_Open,163000,31000,98,759,273,266,495,3,92,29,0,0,100,999,7,8,29,4,24,0,0,9,.,5,2,0,35
1,858.75,48.4082,20101201,49,13333,13,2,REG4,M_Open,217500,17000,90,741,252,254,212,4,96,18,0,0,100,999,7,8,18,1,28,0,0,62,34,2,2,1,56
1,957.5,48.4082,20100901,48,16667,18,2,REG4,O_Open,321000,50000,59,714,240,247,319,14,115,41,0,0,90,9,4,6,43,0,24,0,0,23,.,10,1,0,52
1,1007.23,48.4082,20100501,43,3475,21,1,REG4,M_Open,71860,20000,82,693,211,230,216,27,70,16,0,0,94,20,6,6,17,0,13,0,0,75,.,2,1,1,60
1,46,48.4082,20100501,61,8333,37,2,REG4,M_Ever,188000,60000,94,750,240,254,183,11,69,23,0,0,96,15,6,6,23,2,17,0,0,1,.,3,2,0,33
0,32.5,1,20101101,54,4867,30,1,REG4,M_Open,219000,25000,68,727,228,243,265,4,84,23,1,0,80,8,4,5,25,4,20,1,1,2,.,3,1,0,36
1,756.96,48.4082,20101101,59,8333,32,2,REG4,M_Ever,335001,15000,94,657,224,224,209,15,62,43,0,0,100,999,7,8,43,0,47,2,2,91,47,3,2,2,63
1,75,48.4082,20110601,39,12500,16,1,REG4,M_Open,220000,52000,95,746,240,232,98,1,40,28,0,0,100,999,7,8,30,5,27,1,1,3,84,3,3,0,40
0,684,1,20100601,40,4083,25,1,REG4,NA,138000,20000,79,640,193,211,232,6,77,9,1,0,64,15,6,5,11,4,36,1,1,76,.,2,1,1,60
1,750.37,48.4082,20101001,39,2917,31,1,REG4,NA,115000,15000,97,663,223,208,65,6,44,16,1,1,100,999,6,8,16,1,19,0,0,35,.,4,1,0,71
0,968,1,20100301,37,3750,44,1,REG4,NA,189000,28000,86,729,216,216,76,7,31,8,0,0,100,999,7,8,8,1,50,2,2,32,95,3,3,0,100
1,44.5,48.4082,20111001,53,7333,23,2,REG4,O_Ever,182000,17700,90,749,257,261,330,1,102,38,0,0,95,18,6,6,40,3,18,2,2,3,76,2,2,0,20
0,1442.5,1,20100501,82,4711,38,2,REG4,O_Open,69735,35000,95,714,248,238,455,4,194,20,0,0,95,43,6,6,20,2,25,0,0,43,96,7,3,1,71
0,856.5,1,20100701,59,13514,38,2,REG4,M_Ever,390000,100000,81,697,200,194,191,6,74,33,2,1,91,1,0,2,35,3,17,2,2,29,89,4,2,1,50
0,2094,1,20110201,57,9500,22,1,REG4,O_Open,168000,70000,95,676,208,233,223,11,86,20,0,0,91,41,6,6,22,1,50,3,3,83,37,3,8,2,79
0,993.5,1,20101201,37,12200,28,1,REG4,O_Ever,358900,35890,90,726,244,248,217,19,97,13,0,0,92,46,6,6,13,0,23,3,3,29,.,1,.,0,20
0,238.5,1,20100801,50,2750,37,1,REG4,M_Open,173000,20000,51,687,213,202,341,26,107,17,3,3,75,6,0,2,20,0,10,2,1,9,.,3,1,0,40
0,848,1,20101101,37,5000,19,1,REG4,M_Open,140000,50000,100,690,214,230,166,14,82,26,1,0,79,17,6,5,28,0,29,1,1,42,87,7,2,0,45
0,299,1,20100301,34,6167,9,1,REG4,NA,88500,8850,90,737,250,222,134,1,59,32,0,0,100,999,7,8,39,6,41,4,4,14,95,2,4,1,40
0,1082.42,1,20100501,35,2200,40,1,REG2,NA,82000,21000,96,668,247,189,255,13,54,11,1,1,100,999,6,8,11,0,18,0,0,83,.,6,1,3,78
0,259.5,1,20110401,39,3167,43,1,REG2,NA,138963,50000,81,644,265,212,154,6,84,11,1,0,92,1,3,5,12,1,25,2,2,5,93,1,2,0,75
0,1032.06,1,20100401,54,3833,10,1,REG2,NA,62436,20000,32,601,243,193,366,5,74,27,0,0,93,3,4,6,27,2,4,1,1,87,.,9,.,5,100
0,2435,1,20110601,54,3167,24,1,REG2,NA,63393,50000,79,666,221,168,266,6,113,3,4,4,100,999,6,8,3,1,33,0,0,91,.,2,.,1,100
1,307.5,48.4082,20101101,40,3250,45,1,REG2,NA,120000,11000,90,688,249,226,191,6,65,12,2,1,73,26,6,4,16,2,40,0,0,7,.,2,.,0,67
1,510,48.4082,20111201,68,787,19,1,REG2,NA,63360,10000,16,698,237,238,85,8,43,11,0,0,100,999,7,8,11,2,0,1,1,57,.,3,.,2,33
0,252.24,1,20111201,45,3040,21,1,REG2,NA,86031,5000,59,751,286,272,261,4,67,22,0,0,100,999,7,8,24,2,33,1,1,29,68,3,3,1,50
0,866.5,1,20100301,44,6536,22,2,REG2,NA,103862,24400,90,612,203,189,247,6,76,16,4,0,67,4,3,5,21,2,62,2,2,64,82,6,10,2,100
1,563.5,48.4082,20100701,32,5333,20,2,REG2,NA,87000,20000,98,660,284,243,120,16,68,21,0,0,81,20,6,6,21,0,10,1,1,35,.,8,.,1,80
0,962,1,20100501,44,4083,33,1,REG2,NA,106808,51000,90,625,214,175,194,5,83,23,1,1,85,2,2,4,26,2,35,0,0,72,95,9,2,3,92
0,521.95,1,20110101,53,6808,30,2,REG2,NA,133135,10000,95,652,209,190,76,5,40,20,1,1,86,.,5,6,22,2,27,2,1,94,45,14,3,1,100
0,152.5,1,20101201,45,16250,23,2,REG2,NA,185416,95000,100,754,297,262,273,30,141,15,1,0,94,36,6,5,17,0,29,1,0,6,.,2,1,0,57
0,1365.58,1,20100601,32,7260,22,2,REG2,NA,141625,26700,99,626,235,200,164,5,56,30,0,0,87,2,4,6,31,2,39,2,2,72,96,4,3,2,88
0,190.5,1,20111101,65,1698,50,1,REG2,NA,88581,15000,90,702,251,239,131,9,69,28,2,0,92,23,6,5,38,2,47,2,2,18,66,2,5,.,88
0,1258.53,1,20100901,33,3917,49,2,REG2,NA,81609,25000,98,663,249,211,163,10,66,46,0,0,96,999,5,7,47,1,34,3,3,65,29,16,3,7,95
0,273.5,1,20110201,36,3667,25,1,REG2,NA,82082,15000,99,735,281,268,72,7,44,22,0,0,100,999,7,8,24,2,75,0,0,14,71,2,8,0,83
1,351,48.4082,20100301,35,3750,30,1,REG2,NA,98967,30200,100,697,278,240,190,7,85,23,0,0,96,5,4,6,23,3,22,0,0,31,.,5,1,0,60
1,93,48.4082,20100901,31,4345,29,2,REG2,NA,86735,15000,84,746,296,289,125,4,55,26,0,0,100,999,7,8,26,3,23,0,0,4,31,4,2,0,58
0,833.89,1,20110101,32,8333,3,2,REG2,NA,204699,16000,85,672,241,203,158,12,86,11,4,2,60,40,6,3,15,0,60,0,0,60,61,2,4,1,86
0,747.5,1,20100301,22,2685,29,1,REG2,NA,30935,14450,100,634,248,208,47,6,22,16,0,0,100,999,7,8,16,4,19,1,1,84,48,7,2,1,64
0,0,1,20110701,38,3802,28,2,REG2,NA,91795,25000,89,693,222,200,60,9,29,12,1,1,92,44,6,6,12,2,75,2,1,0,59,0,2,.,75
0,337,1,20100401,34,2767,30,1,REG2,NA,60720,18000,82,720,252,215,159,6,82,11,1,1,92,78,6,3,13,3,38,0,0,40,76,3,1,0,100
1,671.1,48.4082,20100801,61,3722,11,2,REG2,NA,33440,13400,100,696,233,221,218,3,94,10,2,2,100,999,6,8,10,1,10,0,0,57,.,4,1,2,83
0,604,1,20110201,36,3325,52,2,REG2,NA,161869,28000,89,721,283,248,208,3,61,19,0,0,95,22,6,6,21,3,38,2,2,21,68,5,4,1,67
0,314.35,1,20110401,22,2000,17,1,REG2,NA,30000,6000,100,682,239,175,44,18,37,4,0,0,100,999,7,8,4,0,25,3,3,95,.,3,.,1,100
0,1431,1,20100401,53,11166,29,2,REG2,NA,317500,54480,100,712,301,283,411,13,89,49,0,0,100,999,7,8,50,0,64,1,1,43,55,7,7,1,83
0,630,1,20101201,40,6584,24,2,REG2,NA,113000,22000,99,633,222,232,232,8,92,31,0,0,76,1,4,6,34,1,35,1,1,53,49,10,2,2,75
0,189,1,20110501,35,5125,38,2,REG2,NA,193000,50500,100,718,271,249,169,2,51,10,0,0,100,999,7,8,13,3,77,2,2,19,78,1,4,0,100
1,126,48.4082,20110901,41,4792,29,2,REG2,NA,133083,45000,89,794,293,274,219,2,75,11,0,0,100,999,7,8,12,1,17,0,0,4,.,3,1,0,57
0,628.73,1,20100701,32,3667,16,2,REG2,M_Ever,70000,12000,93,689,228,219,132,1,41,21,0,0,100,999,7,8,23,9,22,3,3,50,99,3,1,1,50
0,657,1,20110401,37,4167,36,2,REG2,O_Open,129921,100000,77,677,245,212,130,5,72,16,1,0,89,5,3,5,21,1,47,1,1,35,.,3,.,0,43
0,529,1,20100601,31,3917,23,2,REG2,M_Open,86331,15300,100,676,209,187,143,2,64,36,3,2,86,36,6,4,42,7,69,4,4,42,77,4,3,1,88
1,1075.5,48.4082,20100901,41,6917,26,2,REG2,M_Open,156302,50000,90,686,294,264,141,4,49,27,0,0,100,999,7,8,28,2,33,0,0,24,56,6,3,1,64
0,896,1,20110301,58,13070,16,2,REG2,M_Open,140000,51000,100,668,232,246,256,7,156,42,1,1,80,22,5,4,46,2,43,1,1,36,61,4,4,2,48
0,699.99,1,20100401,31,2650,30,2,REG2,O_Open,66000,13200,100,639,266,237,129,7,54,24,0,0,100,999,7,8,24,3,17,2,2,31,86,10,2,4,92
0,925,1,20100901,56,6122,20,2,REG2,NA,110000,27500,100,629,229,210,155,7,47,40,0,0,90,2,4,6,42,3,67,3,3,58,68,6,11,1,94
1,2657.8,48.4082,20100501,34,6583,35,1,REG2,M_Open,130000,52947,95,668,266,262,167,11,63,42,0,0,100,999,7,8,42,1,55,0,0,67,76,6,3,2,82
0,1773.77,1,20110801,59,7167,15,2,REG2,M_Open,106623,34500,80,719,253,227,194,2,78,12,0,0,100,999,7,8,13,2,62,1,1,97,86,4,3,3,100
1,48,48.4082,20110201,36,6917,23,2,REG2,O_Ever,210870,50000,32,793,298,294,162,8,82,19,0,0,100,999,7,8,21,2,24,1,1,3,.,1,1,0,33
0,831.52,1,20110701,39,4084,28,1,REG2,NA,80000,16000,100,699,263,226,241,4,64,14,0,0,100,999,7,8,15,3,43,1,1,69,96,3,2,2,100
0,550.84,1,20100401,35,2833,17,1,REG2,O_Open,52000,10400,100,655,230,243,145,2,54,28,0,0,100,999,7,8,29,5,66,4,3,74,59,5,4,2,82
0,1046,1,20110101,49,3303,38,1,REG2,M_Open,155000,25000,63,694,259,221,172,1,64,17,0,0,89,22,6,6,18,1,33,1,1,46,64,7,2,2,75
1,153,48.4082,20100301,46,15833,14,2,REG2,M_Ever,242484,50000,93,797,305,294,210,5,96,23,0,0,100,999,7,8,24,1,21,0,0,3,.,4,1,0,56
1,361,48.4082,20111101,52,4167,45,1,REG2,M_Ever,135000,25900,100,753,301,259,206,1,103,30,0,0,100,999,6,7,34,4,52,0,0,16,93,4,7,1,61
0,509,1,20100801,25,3583,24,2,REG2,O_Ever,84888,13500,94,732,251,238,75,4,35,13,0,0,100,999,7,8,14,2,50,1,1,37,73,4,3,0,78
1,1160,48.4082,20101201,50,6251,28,2,REG2,O_Open,211684,42000,100,680,218,197,191,7,67,25,1,1,89,20,6,3,32,2,22,1,0,51,44,9,2,5,73
0,2090.08,1,20110101,49,6583,27,2,REG2,M_Open,137588,41000,98,697,261,235,179,7,82,24,0,0,96,53,6,6,24,1,38,0,0,68,62,9,2,6,85
1,2505.29,48.4082,20101101,49,20833,31,1,REG2,M_Open,327866,50000,98,641,210,222,234,5,86,20,0,0,68,2,4,6,25,2,68,0,0,91,53,3,6,2,82
0,758.1,1,20110501,38,5295,27,2,REG2,M_Open,101409,15000,98,619,211,191,85,5,40,18,1,1,89,.,5,6,18,1,67,2,2,75,82,4,3,1,100
1,583,48.4082,20110601,48,10548,15,2,REG2,O_Open,152669,18750,97,717,306,263,176,35,107,24,0,0,96,29,6,6,24,0,25,2,2,15,.,4,2,0,60
1,826,48.4082,20110201,40,6458,21,1,REG2,M_Open,131500,26500,100,651,230,196,152,2,58,30,0,0,91,71,5,6,32,5,44,4,4,67,57,5,5,2,91
1,833.5,48.4082,20100301,78,1897,20,2,REG2,M_Ever,41140,25000,61,769,283,255,115,16,58,8,0,0,100,999,7,8,9,0,44,0,0,27,.,2,.,0,50
1,48,48.4082,20110501,42,5417,17,1,REG2,M_Open,97292,20000,91,765,299,283,172,3,72,39,0,0,100,999,7,8,42,2,43,0,0,1,98,3,3,0,55
1,250,48.4082,20100701,39,6021,17,2,REG2,O_Ever,98626,29000,75,789,299,292,208,3,80,20,0,0,100,999,7,8,20,3,25,0,0,8,74,3,2,0,50
1,328.5,48.4082,20120101,48,10250,20,2,REG2,M_Open,237070,50000,74,789,303,292,304,3,96,29,0,0,100,999,7,8,31,2,37,0,0,18,.,2,1,0,33
1,78,48.4082,20110801,29,6789,27,2,REG2,O_Open,125906,38400,100,769,316,279,166,20,65,24,0,0,100,999,7,8,24,0,42,0,0,2,52,2,6,0,62
0,696.61,1,20100801,36,2266,45,1,REG2,M_Open,69300,13100,100,671,259,259,204,9,53,38,0,0,100,999,7,8,40,4,42,1,0,42,84,4,2,2,54
0,1592,1,20100901,44,5100,30,2,REG2,M_Open,184001,49238,90,676,242,242,132,9,65,34,0,0,100,999,7,8,36,2,38,0,0,50,88,6,2,4,62
